children1,children2,children3,children4 (gene_ID)
09100 Metabolism,09102 Energy metabolism,00680 Methane metabolism [PATH:ani00680],AN0034.2
09100 Metabolism,09102 Energy metabolism,00680 Methane metabolism [PATH:ani00680],AN0567.2
09100 Metabolism,09102 Energy metabolism,00680 Methane metabolism [PATH:ani00680],AN1342.2
09100 Metabolism,09102 Energy metabolism,00680 Methane metabolism [PATH:ani00680],AN1888.2
09100 Metabolism,09102 Energy metabolism,00680 Methane metabolism [PATH:ani00680],AN2334.2
09100 Metabolism,09102 Energy metabolism,00680 Methane metabolism [PATH:ani00680],AN2409.2
09100 Metabolism,09102 Energy metabolism,00680 Methane metabolism [PATH:ani00680],AN2875.2
09100 Metabolism,09102 Energy metabolism,00680 Methane metabolism [PATH:ani00680],AN3058.2
09100 Metabolism,09102 Energy metabolism,00680 Methane metabolism [PATH:ani00680],AN3059.2
09100 Metabolism,09102 Energy metabolism,00680 Methane metabolism [PATH:ani00680],AN3223.2
09100 Metabolism,09102 Energy metabolism,00680 Methane metabolism [PATH:ani00680],AN4914.2
09100 Metabolism,09102 Energy metabolism,00680 Methane metabolism [PATH:ani00680],AN5604.2
09100 Metabolism,09102 Energy metabolism,00680 Methane metabolism [PATH:ani00680],AN5626.2
09100 Metabolism,09102 Energy metabolism,00680 Methane metabolism [PATH:ani00680],AN5746.2
09100 Metabolism,09102 Energy metabolism,00680 Methane metabolism [PATH:ani00680],AN5835.2
09100 Metabolism,09102 Energy metabolism,00680 Methane metabolism [PATH:ani00680],AN6525.2
09100 Metabolism,09102 Energy metabolism,00680 Methane metabolism [PATH:ani00680],AN7632.2
09100 Metabolism,09102 Energy metabolism,00680 Methane metabolism [PATH:ani00680],AN8551.2
09100 Metabolism,09102 Energy metabolism,00680 Methane metabolism [PATH:ani00680],AN8782.2
09100 Metabolism,09102 Energy metabolism,00680 Methane metabolism [PATH:ani00680],AN8866.2
09100 Metabolism,09102 Energy metabolism,00680 Methane metabolism [PATH:ani00680],AN8935.2
09100 Metabolism,09108 Metabolism of cofactors and vitamins,00730 Thiamine metabolism [PATH:ani00730],AN0564.2
09100 Metabolism,09108 Metabolism of cofactors and vitamins,00730 Thiamine metabolism [PATH:ani00730],AN0952.2
09100 Metabolism,09108 Metabolism of cofactors and vitamins,00730 Thiamine metabolism [PATH:ani00730],AN2508.2
09100 Metabolism,09108 Metabolism of cofactors and vitamins,00730 Thiamine metabolism [PATH:ani00730],AN3878.2
09100 Metabolism,09108 Metabolism of cofactors and vitamins,00730 Thiamine metabolism [PATH:ani00730],AN3928.2
09100 Metabolism,09108 Metabolism of cofactors and vitamins,00730 Thiamine metabolism [PATH:ani00730],AN4055.2
09100 Metabolism,09108 Metabolism of cofactors and vitamins,00730 Thiamine metabolism [PATH:ani00730],AN4516.2
09100 Metabolism,09108 Metabolism of cofactors and vitamins,00730 Thiamine metabolism [PATH:ani00730],AN5122.2
09100 Metabolism,09108 Metabolism of cofactors and vitamins,00730 Thiamine metabolism [PATH:ani00730],AN7142.2
09100 Metabolism,09108 Metabolism of cofactors and vitamins,00730 Thiamine metabolism [PATH:ani00730],AN8009.2
09100 Metabolism,09108 Metabolism of cofactors and vitamins,00730 Thiamine metabolism [PATH:ani00730],AN9186.2
09100 Metabolism,09108 Metabolism of cofactors and vitamins,00730 Thiamine metabolism [PATH:ani00730],AN9488.2
09100 Metabolism,09108 Metabolism of cofactors and vitamins,00740 Riboflavin metabolism [PATH:ani00740],AN0564.2
09100 Metabolism,09108 Metabolism of cofactors and vitamins,00740 Riboflavin metabolism [PATH:ani00740],AN0591.2
09100 Metabolism,09108 Metabolism of cofactors and vitamins,00740 Riboflavin metabolism [PATH:ani00740],AN0670.2
09100 Metabolism,09108 Metabolism of cofactors and vitamins,00740 Riboflavin metabolism [PATH:ani00740],AN0952.2
09100 Metabolism,09108 Metabolism of cofactors and vitamins,00740 Riboflavin metabolism [PATH:ani00740],AN4055.2
09100 Metabolism,09108 Metabolism of cofactors and vitamins,00740 Riboflavin metabolism [PATH:ani00740],AN4231.2
09100 Metabolism,09108 Metabolism of cofactors and vitamins,00740 Riboflavin metabolism [PATH:ani00740],AN5497.2
09100 Metabolism,09108 Metabolism of cofactors and vitamins,00740 Riboflavin metabolism [PATH:ani00740],AN6979.2
09100 Metabolism,09108 Metabolism of cofactors and vitamins,00740 Riboflavin metabolism [PATH:ani00740],AN7142.2
09100 Metabolism,09108 Metabolism of cofactors and vitamins,00740 Riboflavin metabolism [PATH:ani00740],AN7469.2
09100 Metabolism,09108 Metabolism of cofactors and vitamins,00740 Riboflavin metabolism [PATH:ani00740],AN7711.2
09100 Metabolism,09108 Metabolism of cofactors and vitamins,00740 Riboflavin metabolism [PATH:ani00740],AN9186.2
09100 Metabolism,09108 Metabolism of cofactors and vitamins,00750 Vitamin B6 metabolism [PATH:ani00750],AN0270.2
09100 Metabolism,09108 Metabolism of cofactors and vitamins,00750 Vitamin B6 metabolism [PATH:ani00750],AN2409.2
09100 Metabolism,09108 Metabolism of cofactors and vitamins,00750 Vitamin B6 metabolism [PATH:ani00750],AN3031.2
09100 Metabolism,09108 Metabolism of cofactors and vitamins,00750 Vitamin B6 metabolism [PATH:ani00750],AN6141.2
09100 Metabolism,09108 Metabolism of cofactors and vitamins,00750 Vitamin B6 metabolism [PATH:ani00750],AN7725.2
09100 Metabolism,09108 Metabolism of cofactors and vitamins,00750 Vitamin B6 metabolism [PATH:ani00750],AN9179.2
09100 Metabolism,09108 Metabolism of cofactors and vitamins,00760 Nicotinate and nicotinamide metabolism [PATH:ani00760],AN0079.2
09100 Metabolism,09108 Metabolism of cofactors and vitamins,00760 Nicotinate and nicotinamide metabolism [PATH:ani00760],AN1226.2
09100 Metabolism,09108 Metabolism of cofactors and vitamins,00760 Nicotinate and nicotinamide metabolism [PATH:ani00760],AN1745.2
09100 Metabolism,09108 Metabolism of cofactors and vitamins,00760 Nicotinate and nicotinamide metabolism [PATH:ani00760],AN1782.2
09100 Metabolism,09108 Metabolism of cofactors and vitamins,00760 Nicotinate and nicotinamide metabolism [PATH:ani00760],AN3222.2
09100 Metabolism,09108 Metabolism of cofactors and vitamins,00760 Nicotinate and nicotinamide metabolism [PATH:ani00760],AN3431.2
09100 Metabolism,09108 Metabolism of cofactors and vitamins,00760 Nicotinate and nicotinamide metabolism [PATH:ani00760],AN3829.2
09100 Metabolism,09108 Metabolism of cofactors and vitamins,00760 Nicotinate and nicotinamide metabolism [PATH:ani00760],AN4075.2
09100 Metabolism,09108 Metabolism of cofactors and vitamins,00760 Nicotinate and nicotinamide metabolism [PATH:ani00760],AN4439.2
09100 Metabolism,09108 Metabolism of cofactors and vitamins,00760 Nicotinate and nicotinamide metabolism [PATH:ani00760],AN6325.2
09100 Metabolism,09108 Metabolism of cofactors and vitamins,00760 Nicotinate and nicotinamide metabolism [PATH:ani00760],AN6490.2
09100 Metabolism,09108 Metabolism of cofactors and vitamins,00760 Nicotinate and nicotinamide metabolism [PATH:ani00760],AN6824.2
09100 Metabolism,09108 Metabolism of cofactors and vitamins,00760 Nicotinate and nicotinamide metabolism [PATH:ani00760],AN7315.2
09100 Metabolism,09108 Metabolism of cofactors and vitamins,00760 Nicotinate and nicotinamide metabolism [PATH:ani00760],AN7461.2
09100 Metabolism,09108 Metabolism of cofactors and vitamins,00760 Nicotinate and nicotinamide metabolism [PATH:ani00760],AN7666.2
09100 Metabolism,09108 Metabolism of cofactors and vitamins,00760 Nicotinate and nicotinamide metabolism [PATH:ani00760],AN8203.2
09100 Metabolism,09108 Metabolism of cofactors and vitamins,00760 Nicotinate and nicotinamide metabolism [PATH:ani00760],AN8204.2
09100 Metabolism,09108 Metabolism of cofactors and vitamins,00760 Nicotinate and nicotinamide metabolism [PATH:ani00760],AN9116.2
09100 Metabolism,09108 Metabolism of cofactors and vitamins,00770 Pantothenate and CoA biosynthesis [PATH:ani00770],AN0205.2
09100 Metabolism,09108 Metabolism of cofactors and vitamins,00770 Pantothenate and CoA biosynthesis [PATH:ani00770],AN0385.2
09100 Metabolism,09108 Metabolism of cofactors and vitamins,00770 Pantothenate and CoA biosynthesis [PATH:ani00770],AN0554.2
09100 Metabolism,09108 Metabolism of cofactors and vitamins,00770 Pantothenate and CoA biosynthesis [PATH:ani00770],AN1689.2
09100 Metabolism,09108 Metabolism of cofactors and vitamins,00770 Pantothenate and CoA biosynthesis [PATH:ani00770],AN1778.2
09100 Metabolism,09108 Metabolism of cofactors and vitamins,00770 Pantothenate and CoA biosynthesis [PATH:ani00770],AN1823.2
09100 Metabolism,09108 Metabolism of cofactors and vitamins,00770 Pantothenate and CoA biosynthesis [PATH:ani00770],AN2526.2
09100 Metabolism,09108 Metabolism of cofactors and vitamins,00770 Pantothenate and CoA biosynthesis [PATH:ani00770],AN4054.2
09100 Metabolism,09108 Metabolism of cofactors and vitamins,00770 Pantothenate and CoA biosynthesis [PATH:ani00770],AN4058.2
09100 Metabolism,09108 Metabolism of cofactors and vitamins,00770 Pantothenate and CoA biosynthesis [PATH:ani00770],AN4126.2
09100 Metabolism,09108 Metabolism of cofactors and vitamins,00770 Pantothenate and CoA biosynthesis [PATH:ani00770],AN4305.2
09100 Metabolism,09108 Metabolism of cofactors and vitamins,00770 Pantothenate and CoA biosynthesis [PATH:ani00770],AN4323.2
09100 Metabolism,09108 Metabolism of cofactors and vitamins,00770 Pantothenate and CoA biosynthesis [PATH:ani00770],AN4430.2
09100 Metabolism,09108 Metabolism of cofactors and vitamins,00770 Pantothenate and CoA biosynthesis [PATH:ani00770],AN4830.2
09100 Metabolism,09108 Metabolism of cofactors and vitamins,00770 Pantothenate and CoA biosynthesis [PATH:ani00770],AN4956.2
09100 Metabolism,09108 Metabolism of cofactors and vitamins,00770 Pantothenate and CoA biosynthesis [PATH:ani00770],AN5435.2
09100 Metabolism,09108 Metabolism of cofactors and vitamins,00770 Pantothenate and CoA biosynthesis [PATH:ani00770],AN5957.2
09100 Metabolism,09108 Metabolism of cofactors and vitamins,00770 Pantothenate and CoA biosynthesis [PATH:ani00770],AN6140.2
09100 Metabolism,09108 Metabolism of cofactors and vitamins,00770 Pantothenate and CoA biosynthesis [PATH:ani00770],AN6346.2
09100 Metabolism,09108 Metabolism of cofactors and vitamins,00770 Pantothenate and CoA biosynthesis [PATH:ani00770],AN7043.2
09100 Metabolism,09108 Metabolism of cofactors and vitamins,00770 Pantothenate and CoA biosynthesis [PATH:ani00770],AN7876.2
09100 Metabolism,09108 Metabolism of cofactors and vitamins,00770 Pantothenate and CoA biosynthesis [PATH:ani00770],AN7878.2
09100 Metabolism,09108 Metabolism of cofactors and vitamins,00770 Pantothenate and CoA biosynthesis [PATH:ani00770],AN8047.2
09100 Metabolism,09108 Metabolism of cofactors and vitamins,00770 Pantothenate and CoA biosynthesis [PATH:ani00770],AN8418.2
09100 Metabolism,09108 Metabolism of cofactors and vitamins,00770 Pantothenate and CoA biosynthesis [PATH:ani00770],AN8511.2
09100 Metabolism,09108 Metabolism of cofactors and vitamins,00770 Pantothenate and CoA biosynthesis [PATH:ani00770],AN8985.2
09100 Metabolism,09108 Metabolism of cofactors and vitamins,00770 Pantothenate and CoA biosynthesis [PATH:ani00770],AN9034.2
09100 Metabolism,09108 Metabolism of cofactors and vitamins,00770 Pantothenate and CoA biosynthesis [PATH:ani00770],AN9446.2
09100 Metabolism,09108 Metabolism of cofactors and vitamins,00780 Biotin metabolism [PATH:ani00780],AN4934.2
09100 Metabolism,09108 Metabolism of cofactors and vitamins,00780 Biotin metabolism [PATH:ani00780],AN6055.2
09100 Metabolism,09108 Metabolism of cofactors and vitamins,00780 Biotin metabolism [PATH:ani00780],AN6450.2
09100 Metabolism,09108 Metabolism of cofactors and vitamins,00780 Biotin metabolism [PATH:ani00780],AN6643.2
09100 Metabolism,09108 Metabolism of cofactors and vitamins,00780 Biotin metabolism [PATH:ani00780],AN6644.2
09100 Metabolism,09108 Metabolism of cofactors and vitamins,00780 Biotin metabolism [PATH:ani00780],AN6645.2
09100 Metabolism,09108 Metabolism of cofactors and vitamins,00780 Biotin metabolism [PATH:ani00780],AN7489.2
09100 Metabolism,09108 Metabolism of cofactors and vitamins,00785 Lipoic acid metabolism [PATH:ani00785],AN4781.2
09100 Metabolism,09108 Metabolism of cofactors and vitamins,00785 Lipoic acid metabolism [PATH:ani00785],AN5732.2
09100 Metabolism,09108 Metabolism of cofactors and vitamins,00785 Lipoic acid metabolism [PATH:ani00785],AN9486.2
09100 Metabolism,09108 Metabolism of cofactors and vitamins,00790 Folate biosynthesis [PATH:ani00790],AN0670.2
09100 Metabolism,09108 Metabolism of cofactors and vitamins,00790 Folate biosynthesis [PATH:ani00790],AN0947.2
09100 Metabolism,09108 Metabolism of cofactors and vitamins,00790 Folate biosynthesis [PATH:ani00790],AN1637.2
09100 Metabolism,09108 Metabolism of cofactors and vitamins,00790 Folate biosynthesis [PATH:ani00790],AN3778.2
09100 Metabolism,09108 Metabolism of cofactors and vitamins,00790 Folate biosynthesis [PATH:ani00790],AN3840.2
09100 Metabolism,09108 Metabolism of cofactors and vitamins,00790 Folate biosynthesis [PATH:ani00790],AN4384.2
09100 Metabolism,09108 Metabolism of cofactors and vitamins,00790 Folate biosynthesis [PATH:ani00790],AN4516.2
09100 Metabolism,09108 Metabolism of cofactors and vitamins,00790 Folate biosynthesis [PATH:ani00790],AN4841.2
09100 Metabolism,09108 Metabolism of cofactors and vitamins,00790 Folate biosynthesis [PATH:ani00790],AN5314.2
09100 Metabolism,09108 Metabolism of cofactors and vitamins,00790 Folate biosynthesis [PATH:ani00790],AN6032.2
09100 Metabolism,09108 Metabolism of cofactors and vitamins,00790 Folate biosynthesis [PATH:ani00790],AN6108.2
09100 Metabolism,09108 Metabolism of cofactors and vitamins,00790 Folate biosynthesis [PATH:ani00790],AN6276.2
09100 Metabolism,09108 Metabolism of cofactors and vitamins,00790 Folate biosynthesis [PATH:ani00790],AN6550.2
09100 Metabolism,09108 Metabolism of cofactors and vitamins,00790 Folate biosynthesis [PATH:ani00790],AN7688.2
09100 Metabolism,09108 Metabolism of cofactors and vitamins,00790 Folate biosynthesis [PATH:ani00790],AN8188.2
09100 Metabolism,09108 Metabolism of cofactors and vitamins,00790 Folate biosynthesis [PATH:ani00790],AN8245.2
09100 Metabolism,09108 Metabolism of cofactors and vitamins,00790 Folate biosynthesis [PATH:ani00790],AN8622.2
09100 Metabolism,09108 Metabolism of cofactors and vitamins,00790 Folate biosynthesis [PATH:ani00790],AN9038.2
09100 Metabolism,09111 Xenobiotics biodegradation and metabolism,00791 Atrazine degradation [PATH:ani00791],AN0431.2
09100 Metabolism,09111 Xenobiotics biodegradation and metabolism,00791 Atrazine degradation [PATH:ani00791],AN0887.2
09100 Metabolism,09111 Xenobiotics biodegradation and metabolism,00791 Atrazine degradation [PATH:ani00791],AN5411.2
09100 Metabolism,09111 Xenobiotics biodegradation and metabolism,00791 Atrazine degradation [PATH:ani00791],AN6421.2
09100 Metabolism,09108 Metabolism of cofactors and vitamins,00860 Porphyrin metabolism [PATH:ani00860],AN0121.2
09100 Metabolism,09108 Metabolism of cofactors and vitamins,00860 Porphyrin metabolism [PATH:ani00860],AN1403.2
09100 Metabolism,09108 Metabolism of cofactors and vitamins,00860 Porphyrin metabolism [PATH:ani00860],AN1722.2
09100 Metabolism,09108 Metabolism of cofactors and vitamins,00860 Porphyrin metabolism [PATH:ani00860],AN1915.2
09100 Metabolism,09108 Metabolism of cofactors and vitamins,00860 Porphyrin metabolism [PATH:ani00860],AN1986.2
09100 Metabolism,09108 Metabolism of cofactors and vitamins,00860 Porphyrin metabolism [PATH:ani00860],AN2284.2
09100 Metabolism,09108 Metabolism of cofactors and vitamins,00860 Porphyrin metabolism [PATH:ani00860],AN2733.2
09100 Metabolism,09108 Metabolism of cofactors and vitamins,00860 Porphyrin metabolism [PATH:ani00860],AN3920.2
09100 Metabolism,09108 Metabolism of cofactors and vitamins,00860 Porphyrin metabolism [PATH:ani00860],AN4415.2
09100 Metabolism,09108 Metabolism of cofactors and vitamins,00860 Porphyrin metabolism [PATH:ani00860],AN4774.2
09100 Metabolism,09108 Metabolism of cofactors and vitamins,00860 Porphyrin metabolism [PATH:ani00860],AN5130.2
09100 Metabolism,09108 Metabolism of cofactors and vitamins,00860 Porphyrin metabolism [PATH:ani00860],AN5361.2
09100 Metabolism,09108 Metabolism of cofactors and vitamins,00860 Porphyrin metabolism [PATH:ani00860],AN6710.2
09100 Metabolism,09108 Metabolism of cofactors and vitamins,00860 Porphyrin metabolism [PATH:ani00860],AN6990.2
09100 Metabolism,09108 Metabolism of cofactors and vitamins,00860 Porphyrin metabolism [PATH:ani00860],AN7216.2
09100 Metabolism,09108 Metabolism of cofactors and vitamins,00860 Porphyrin metabolism [PATH:ani00860],AN7361.2
09100 Metabolism,09108 Metabolism of cofactors and vitamins,00860 Porphyrin metabolism [PATH:ani00860],AN7752.2
09100 Metabolism,09108 Metabolism of cofactors and vitamins,00860 Porphyrin metabolism [PATH:ani00860],AN8224.2
09100 Metabolism,09109 Metabolism of terpenoids and polyketides,00900 Terpenoid backbone biosynthesis [PATH:ani00900],AN0579.2
09100 Metabolism,09109 Metabolism of terpenoids and polyketides,00900 Terpenoid backbone biosynthesis [PATH:ani00900],AN0654.2
09100 Metabolism,09109 Metabolism of terpenoids and polyketides,00900 Terpenoid backbone biosynthesis [PATH:ani00900],AN1409.2
09100 Metabolism,09109 Metabolism of terpenoids and polyketides,00900 Terpenoid backbone biosynthesis [PATH:ani00900],AN1592.2
09100 Metabolism,09109 Metabolism of terpenoids and polyketides,00900 Terpenoid backbone biosynthesis [PATH:ani00900],AN1593.2
09100 Metabolism,09109 Metabolism of terpenoids and polyketides,00900 Terpenoid backbone biosynthesis [PATH:ani00900],AN2002.2
09100 Metabolism,09109 Metabolism of terpenoids and polyketides,00900 Terpenoid backbone biosynthesis [PATH:ani00900],AN2311.2
09100 Metabolism,09109 Metabolism of terpenoids and polyketides,00900 Terpenoid backbone biosynthesis [PATH:ani00900],AN3057.2
09100 Metabolism,09109 Metabolism of terpenoids and polyketides,00900 Terpenoid backbone biosynthesis [PATH:ani00900],AN3817.2
09100 Metabolism,09109 Metabolism of terpenoids and polyketides,00900 Terpenoid backbone biosynthesis [PATH:ani00900],AN3867.2
09100 Metabolism,09109 Metabolism of terpenoids and polyketides,00900 Terpenoid backbone biosynthesis [PATH:ani00900],AN3869.2
09100 Metabolism,09109 Metabolism of terpenoids and polyketides,00900 Terpenoid backbone biosynthesis [PATH:ani00900],AN4179.2
09100 Metabolism,09109 Metabolism of terpenoids and polyketides,00900 Terpenoid backbone biosynthesis [PATH:ani00900],AN4414.2
09100 Metabolism,09109 Metabolism of terpenoids and polyketides,00900 Terpenoid backbone biosynthesis [PATH:ani00900],AN4923.2
09100 Metabolism,09109 Metabolism of terpenoids and polyketides,00900 Terpenoid backbone biosynthesis [PATH:ani00900],AN5600.2
09100 Metabolism,09109 Metabolism of terpenoids and polyketides,00900 Terpenoid backbone biosynthesis [PATH:ani00900],AN6162.2
09100 Metabolism,09109 Metabolism of terpenoids and polyketides,00900 Terpenoid backbone biosynthesis [PATH:ani00900],AN6528.2
09100 Metabolism,09109 Metabolism of terpenoids and polyketides,00900 Terpenoid backbone biosynthesis [PATH:ani00900],AN8012.2
09100 Metabolism,09109 Metabolism of terpenoids and polyketides,00900 Terpenoid backbone biosynthesis [PATH:ani00900],AN8143.2
09100 Metabolism,09109 Metabolism of terpenoids and polyketides,00900 Terpenoid backbone biosynthesis [PATH:ani00900],AN8878.2
09100 Metabolism,09110 Biosynthesis of other secondary metabolites,00901 Indole alkaloid biosynthesis [PATH:ani00901],AN2357.2
09100 Metabolism,09110 Biosynthesis of other secondary metabolites,00901 Indole alkaloid biosynthesis [PATH:ani00901],AN9250.2
09100 Metabolism,09109 Metabolism of terpenoids and polyketides,00904 Diterpenoid biosynthesis [PATH:ani00904],AN1598.2
09100 Metabolism,09109 Metabolism of terpenoids and polyketides,00906 Carotenoid biosynthesis [PATH:ani00906],AN1704.2
09100 Metabolism,09109 Metabolism of terpenoids and polyketides,00906 Carotenoid biosynthesis [PATH:ani00906],AN5644.2
09100 Metabolism,09109 Metabolism of terpenoids and polyketides,00909 Sesquiterpenoid and triterpenoid biosynthesis [PATH:ani00909],AN3277.2
09100 Metabolism,09109 Metabolism of terpenoids and polyketides,00909 Sesquiterpenoid and triterpenoid biosynthesis [PATH:ani00909],AN3376.2
09100 Metabolism,09102 Energy metabolism,00910 Nitrogen metabolism [PATH:ani00910],AN0399.2
09100 Metabolism,09102 Energy metabolism,00910 Nitrogen metabolism [PATH:ani00910],AN1006.2
09100 Metabolism,09102 Energy metabolism,00910 Nitrogen metabolism [PATH:ani00910],AN1007.2
09100 Metabolism,09102 Energy metabolism,00910 Nitrogen metabolism [PATH:ani00910],AN1008.2
09100 Metabolism,09102 Energy metabolism,00910 Nitrogen metabolism [PATH:ani00910],AN1805.2
09100 Metabolism,09102 Energy metabolism,00910 Nitrogen metabolism [PATH:ani00910],AN4120.2
09100 Metabolism,09102 Energy metabolism,00910 Nitrogen metabolism [PATH:ani00910],AN4159.2
09100 Metabolism,09102 Energy metabolism,00910 Nitrogen metabolism [PATH:ani00910],AN4268.2
09100 Metabolism,09102 Energy metabolism,00910 Nitrogen metabolism [PATH:ani00910],AN4376.2
09100 Metabolism,09102 Energy metabolism,00910 Nitrogen metabolism [PATH:ani00910],AN4577.2
09100 Metabolism,09102 Energy metabolism,00910 Nitrogen metabolism [PATH:ani00910],AN5134.2
09100 Metabolism,09102 Energy metabolism,00910 Nitrogen metabolism [PATH:ani00910],AN5611.2
09100 Metabolism,09102 Energy metabolism,00910 Nitrogen metabolism [PATH:ani00910],AN6654.2
09100 Metabolism,09102 Energy metabolism,00910 Nitrogen metabolism [PATH:ani00910],AN6812.2
09100 Metabolism,09102 Energy metabolism,00910 Nitrogen metabolism [PATH:ani00910],AN7331.2
09100 Metabolism,09102 Energy metabolism,00910 Nitrogen metabolism [PATH:ani00910],AN7367.2
09100 Metabolism,09102 Energy metabolism,00910 Nitrogen metabolism [PATH:ani00910],AN7451.2
09100 Metabolism,09102 Energy metabolism,00910 Nitrogen metabolism [PATH:ani00910],AN8449.2
09100 Metabolism,09102 Energy metabolism,00910 Nitrogen metabolism [PATH:ani00910],AN9162.2
09100 Metabolism,09102 Energy metabolism,00920 Sulfur metabolism [PATH:ani00920],AN1194.2
09100 Metabolism,09102 Energy metabolism,00920 Sulfur metabolism [PATH:ani00920],AN1498.2
09100 Metabolism,09102 Energy metabolism,00920 Sulfur metabolism [PATH:ani00920],AN1513.2
09100 Metabolism,09102 Energy metabolism,00920 Sulfur metabolism [PATH:ani00920],AN1752.2
09100 Metabolism,09102 Energy metabolism,00920 Sulfur metabolism [PATH:ani00920],AN1769.2
09100 Metabolism,09102 Energy metabolism,00920 Sulfur metabolism [PATH:ani00920],AN1825.2
09100 Metabolism,09102 Energy metabolism,00920 Sulfur metabolism [PATH:ani00920],AN2229.2
09100 Metabolism,09102 Energy metabolism,00920 Sulfur metabolism [PATH:ani00920],AN3365.2
09100 Metabolism,09102 Energy metabolism,00920 Sulfur metabolism [PATH:ani00920],AN3456.2
09100 Metabolism,09102 Energy metabolism,00920 Sulfur metabolism [PATH:ani00920],AN4769.2
09100 Metabolism,09102 Energy metabolism,00920 Sulfur metabolism [PATH:ani00920],AN4770.2
09100 Metabolism,09102 Energy metabolism,00920 Sulfur metabolism [PATH:ani00920],AN7034.2
09100 Metabolism,09102 Energy metabolism,00920 Sulfur metabolism [PATH:ani00920],AN7600.2
09100 Metabolism,09102 Energy metabolism,00920 Sulfur metabolism [PATH:ani00920],AN8057.2
09100 Metabolism,09102 Energy metabolism,00920 Sulfur metabolism [PATH:ani00920],AN8058.2
09100 Metabolism,09102 Energy metabolism,00920 Sulfur metabolism [PATH:ani00920],AN8277.2
09100 Metabolism,09102 Energy metabolism,00920 Sulfur metabolism [PATH:ani00920],AN8346.2
09120 Genetic Information Processing,09122 Translation,00970 Aminoacyl-tRNA biosynthesis [PATH:ani00970],AN0046.2
09120 Genetic Information Processing,09122 Translation,00970 Aminoacyl-tRNA biosynthesis [PATH:ani00970],AN0057.2
09120 Genetic Information Processing,09122 Translation,00970 Aminoacyl-tRNA biosynthesis [PATH:ani00970],AN0314.2
09120 Genetic Information Processing,09122 Translation,00970 Aminoacyl-tRNA biosynthesis [PATH:ani00970],AN0428.2
09120 Genetic Information Processing,09122 Translation,00970 Aminoacyl-tRNA biosynthesis [PATH:ani00970],AN0705.2
09120 Genetic Information Processing,09122 Translation,00970 Aminoacyl-tRNA biosynthesis [PATH:ani00970],AN0936.2
09120 Genetic Information Processing,09122 Translation,00970 Aminoacyl-tRNA biosynthesis [PATH:ani00970],AN1201.2
09120 Genetic Information Processing,09122 Translation,00970 Aminoacyl-tRNA biosynthesis [PATH:ani00970],AN1380.2
09120 Genetic Information Processing,09122 Translation,00970 Aminoacyl-tRNA biosynthesis [PATH:ani00970],AN1484.2
09120 Genetic Information Processing,09122 Translation,00970 Aminoacyl-tRNA biosynthesis [PATH:ani00970],AN1709.2
09120 Genetic Information Processing,09122 Translation,00970 Aminoacyl-tRNA biosynthesis [PATH:ani00970],AN1710.2
09120 Genetic Information Processing,09122 Translation,00970 Aminoacyl-tRNA biosynthesis [PATH:ani00970],AN1913.2
09120 Genetic Information Processing,09122 Translation,00970 Aminoacyl-tRNA biosynthesis [PATH:ani00970],AN2150.2
09120 Genetic Information Processing,09122 Translation,00970 Aminoacyl-tRNA biosynthesis [PATH:ani00970],AN2900.2
09120 Genetic Information Processing,09122 Translation,00970 Aminoacyl-tRNA biosynthesis [PATH:ani00970],AN3073.2
09120 Genetic Information Processing,09122 Translation,00970 Aminoacyl-tRNA biosynthesis [PATH:ani00970],AN3362.2
09120 Genetic Information Processing,09122 Translation,00970 Aminoacyl-tRNA biosynthesis [PATH:ani00970],AN3702.2
09120 Genetic Information Processing,09122 Translation,00970 Aminoacyl-tRNA biosynthesis [PATH:ani00970],AN3824.2
09120 Genetic Information Processing,09122 Translation,00970 Aminoacyl-tRNA biosynthesis [PATH:ani00970],AN3865.2
09120 Genetic Information Processing,09122 Translation,00970 Aminoacyl-tRNA biosynthesis [PATH:ani00970],AN4086.2
09120 Genetic Information Processing,09122 Translation,00970 Aminoacyl-tRNA biosynthesis [PATH:ani00970],AN4550.2
09120 Genetic Information Processing,09122 Translation,00970 Aminoacyl-tRNA biosynthesis [PATH:ani00970],AN5662.2
09120 Genetic Information Processing,09122 Translation,00970 Aminoacyl-tRNA biosynthesis [PATH:ani00970],AN5738.2
09120 Genetic Information Processing,09122 Translation,00970 Aminoacyl-tRNA biosynthesis [PATH:ani00970],AN6253.2
09120 Genetic Information Processing,09122 Translation,00970 Aminoacyl-tRNA biosynthesis [PATH:ani00970],AN6368.2
09120 Genetic Information Processing,09122 Translation,00970 Aminoacyl-tRNA biosynthesis [PATH:ani00970],AN6488.2
09120 Genetic Information Processing,09122 Translation,00970 Aminoacyl-tRNA biosynthesis [PATH:ani00970],AN6526.2
09120 Genetic Information Processing,09122 Translation,00970 Aminoacyl-tRNA biosynthesis [PATH:ani00970],AN7361.2
09120 Genetic Information Processing,09122 Translation,00970 Aminoacyl-tRNA biosynthesis [PATH:ani00970],AN7479.2
09120 Genetic Information Processing,09122 Translation,00970 Aminoacyl-tRNA biosynthesis [PATH:ani00970],AN8224.2
09120 Genetic Information Processing,09122 Translation,00970 Aminoacyl-tRNA biosynthesis [PATH:ani00970],AN8800.2
09120 Genetic Information Processing,09122 Translation,00970 Aminoacyl-tRNA biosynthesis [PATH:ani00970],AN8835.2
